read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
85442e0b-dd57-43c5-9311-9cb96e9d814d,chr3,6556246,6557724	+	-	1120	R-UF	92	1077	2	T	R	3	46	UF	12	1090
f0220dd4-0930-40c6-b6f8-8b192869b1d7,chr3,6556246,6557883	+	-	1404	R-F	125	1353	1	T	R	2	49	F	1	1355
30baaba2-8458-43ea-be1c-385f5932efef,chr3,6556246,6557363	-	-	1242	F-R	54	1165	1	A	F	1	58	R	1	1209
4073c7bb-1e91-4a26-8257-e15e38684bf7,chr3,6556246,6557910	-	-	1392	F-R	59	1309	1	A	F	1	58	R	1	1359
7590f6a6-f439-4293-b59d-369ee83c2de4,chr3,6556246,6556830	-	-	716	F-R	61	624	1	A	F	1	61	R	1	680
010a2d42-b2e2-4ee6-9a4e-843f50fc083a,chr3,6556247,6557938	+	-	1428	R-F	102	1385	1	T	R	2	48	F	1	1387
1bc31111-c218-4481-a04c-d8ebe4f37cb6,chr3,6556247,6557938	+	+	1239	N-N	78	1204	5	A	N	-1	99	N	-1	1183
3f5bfced-8ba2-4154-b774-eb4760ff94e8,chr3,6556247,6557883	+	-	1261	R-F	93	1218	1	T	R	1	49	F	1	1220
7bcb2b72-7609-473c-a27b-16ae43fdf8e4,chr3,6556247,6557938	+	-	1426	R-F	97	1378	1	T	R	2	49	F	1	1380
7feae721-189d-4bed-9765-f1066881141e,chr3,6556247,6556842	+	-	1281	R-F	82	676	1	T	R	1	49	F	1	677
bf6624b7-a3d5-43d1-8232-2f1742300ea3,chr3,6556247,6557682	+	+	1184	N-N	115	1107	5	A	N	-1	136	N	-1	1086
cf927049-0440-4980-8f44-7c1d84c36b87,chr3,6556247,6557938	+	-	1780	R-F	91	1736	1	T	R	1	44	F	1	1738
d20d64da-5afb-449e-9946-d82fda9759ba,chr3,6556247,6557938	+	-	1796	R-F	121	1749	1	T	R	3	48	F	1	1751
d777875c-344d-4b25-9f23-037f0a269b3e,chr3,6556247,6557938	+	-	1439	R-F	113	1397	1	T	R	1	52	F	1	1398
e2e845fd-e352-4ebb-8100-5a978f083ef5,chr3,6556247,6556920	+	-	738	R-F	119	687	1	T	R	1	51	F	1	695
ecb80058-f1ca-4720-bd68-6a026360f9c3,chr3,6556247,6557938	+	-	1435	R-UF	121	1390	2	T	R	1	50	UF	4	1395
15303f63-45d9-47fe-ab7c-2f8acdd6c973,chr3,6556247,6556935	-	-	735	F-N	53	662	5	A	F	1	52	N	-1	641
561b9414-bb0e-49b9-9a5e-4df10ff99338,chr3,6556247,6557938	-	-	1418	F-R	61	1329	1	A	F	1	60	R	1	1383
725e5a50-51a7-4815-b456-dcbbe2508258,chr3,6556247,6556935	-	-	707	F-N	58	663	5	A	F	1	57	N	-1	642
3335079b-794c-4475-a6b3-4898bc08f919,chr3,6556248,6557938	+	-	1438	R-F	117	1394	1	T	R	1	52	F	1	1395
b2cfe297-b2f7-4721-a594-8f0858810885,chr3,6556248,6557233	-	-	1217	N-R	157	1127	2	A	N	-1	178	R	1	1184
0b2a7dba-ccad-4c52-9128-58269f60fe55,chr3,6556249,6557933	+	-	1329	R-F	113	1279	1	T	R	1	54	F	1	1284
45db8398-4284-4d76-88b6-a23c514db3d7,chr3,6556249,6557938	+	-	1472	R-F	144	1428	1	T	R	3	48	F	1	1430
57d5d535-696d-4d28-ab3b-67ff34cbd578,chr3,6556249,6556688	+	-	575	R-UF	105	535	2	T	R	1	50	UF	9	540
60d6fc8c-a15e-4ac5-b444-0d6bf631d3dc,chr3,6556249,6557026	+	-	819	R-F	100	738	1	T	R	1	47	F	1	778
7ef24274-8fae-49eb-a54b-cef8b2e514ae,chr3,6556249,6557938	+	-	1443	N-F	127	1400	5	T	N	-1	148	F	1	1402
be1a2fe2-9f82-4c0d-b836-b4769c3de8c3,chr3,6556249,6556519	+	+	353	N-N	78	351	5	A	N	-1	99	N	0	331
c08b5a88-9373-407f-b9f3-ae8412700bc6,chr3,6556249,6557938	+	-	1737	R-F	131	1692	1	T	R	2	48	F	1	1693
126fb9b8-4805-4e29-a7ff-04c2c60cb2c6,chr3,6556249,6557733	-	+	1358	N-N	242	1262	5	T	N	-1	263	N	-1	1241
46f12f82-7217-4b93-906f-b6f251456a06,chr3,6556250,6556935	+	-	811	R-F	102	775	1	T	R	1	45	F	1	776
541038c4-c757-4d58-ba43-c785d03b268f,chr3,6556250,6557636	+	-	1168	R-N	141	1154	2	T	R	7	44	N	0	1134
85a5f777-9eb2-49a9-9072-db273b82c557,chr3,6556250,6557910	+	-	1258	N-UF	81	1200	5	T	N	0	101	UF	14	1232
58d363fa-e5c8-41de-b462-123afc4d2d16,chr3,6556251,6556784	+	-	593	N-F	131	553	5	T	N	-1	152	F	1	554
c0b44b15-3e67-4686-a4f8-ae54e96b4b4c,chr3,6556251,6557938	+	-	1444	R-F	111	1400	1	T	R	2	49	F	1	1402
eb28880d-f34a-4061-b2a5-deb64ace50e7,chr3,6556251,6556784	+	-	584	R-F	120	542	1	T	R	1	51	F	1	543
fb249a8c-f8ba-4eb9-9b92-141af958e3d4,chr3,6556251,6557934	+	-	1415	R-F	87	1369	1	T	R	1	48	F	1	1371
05832e18-56d0-4169-b06a-b9ba849a4746,chr3,6556251,6557935	-	-	1423	F-R	59	1330	1	A	F	1	55	R	1	1385
112bbaab-2016-4743-9fd4-0d6bec4fa46e,chr3,6556251,6557935	-	-	1424	F-R	59	1336	1	A	F	1	56	R	1	1391
6255690b-5fd6-4f86-8a81-9ad6b47df5f4,chr3,6556251,6556761	-	-	4276	N-R	3716	4212	2	A	N	-1	3737	R	1	4243
9539962d-f152-42e4-aae0-45ce093fe7c0,chr3,6556251,6557934	-	-	1443	F-R	61	1331	1	A	F	1	59	R	1	1408
97bacf55-c5c7-4ba2-927d-96e1fdd82ab0,chr3,6556251,6557934	-	-	1412	F-R	61	1325	1	A	F	1	59	R	1	1377
bd19f1dc-5ee2-46a5-8c85-96d879d580b3,chr3,6556251,6556784	-	-	581	F-R	62	482	1	A	F	1	61	R	1	548
d30f9ede-aaad-4ce5-abc3-dae0a91c106c,chr3,6556251,6557935	-	-	1399	F-R	58	1317	1	A	F	1	55	R	1	1363
f7c6e68a-c67d-4b39-8906-6286e8a65297,chr3,6556251,6556776	-	-	563	F-R	57	478	1	A	F	1	57	R	1	522
4e3d0a7a-d10d-46c5-b8bb-bed6bd15ce78,chr3,6556252,6557814	+	+	1181	N-N	91	1087	5	A	N	-1	112	N	-1	1066
110ed749-bcc6-4c50-88ff-6cda804459fa,chr3,6556252,6557938	-	-	4946	F-R	60	1336	1	A	F	1	58	R	1	1391
3e9ba97f-e93d-4313-b1ca-731b4da2cecb,chr3,6556252,6557938	-	-	1335	N-R	59	1246	2	A	N	-1	80	R	1	1302
46a52f04-a8d7-484b-a9ea-63683f7fde91,chr3,6556252,6557896	-	+	1711	N-N	546	1624	5	T	N	-1	567	N	-1	1603
d380794c-62c9-401d-b527-5ea5b7462d62,chr3,6556252,6556624	-	-	1017	N-R	575	926	2	A	N	-1	596	R	3	985
f87df250-580b-4f48-9817-caf272f4d8b2,chr3,6556252,6556784	-	-	665	N-R	57	573	2	A	N	-1	78	R	1	627
14a135f3-f557-413b-a908-eb2a77191c2a,chr3,6556253,6557916	+	-	1278	R-F	85	1235	1	T	R	2	48	F	1	1237
4f1612cd-eb82-47d4-8e2c-feebb47225cf,chr3,6556253,6557912	+	-	1307	R-F	143	1266	1	T	R	4	44	F	1	1266
c848e51f-5a0f-4733-88bb-230b401f2749,chr3,6556253,6557912	+	-	1374	R-F	180	1330	1	T	R	2	50	F	1	1330
eae2f17d-b798-4407-b10c-893242134da1,chr3,6556253,6557912	-	-	1343	UF-R	59	1198	2	A	UF	8	51	R	1	1308
02335937-aa4d-4c89-8703-330db286cf85,chr3,6556254,6556753	+	-	579	R-F	136	535	1	T	R	1	49	F	1	536
04941d38-b0ca-4aef-904d-43bc028dcd41,chr3,6556254,6557934	+	-	1459	R-F	132	1409	1	T	R	1	50	F	1	1416
090cd7b2-f3a8-4550-ba38-aad752588fcc,chr3,6556254,6557599	+	-	1144	R-F	159	1097	1	T	R	1	48	F	1	1098
0b02becf-142c-4a16-8ab1-966b2c51300b,chr3,6556254,6557938	+	-	1416	N-F	110	1370	5	T	N	-1	131	F	1	1371
12e8db34-da88-4438-9511-ea52038d8607,chr3,6556254,6556753	+	-	539	R-F	97	495	1	T	R	5	44	F	1	496
1df930c4-6b34-4bb8-b3fc-a60e35dd0a52,chr3,6556254,6557143	+	-	1048	R-F	118	1006	1	T	R	1	49	F	1	1007
2031bddd-8e3b-45af-847f-87c0c07ed927,chr3,6556254,6556733	+	-	1724	R-UF	1203	1673	2	T	R	6	1156	UF	2	1686
2b730df3-62f0-451e-a015-6647e92696d4,chr3,6556254,6556577	+	-	423	R-F	90	378	1	T	R	1	49	F	1	382
34ee5ec2-8a5a-45a4-9147-c6fb3e509f38,chr3,6556254,6556753	+	-	502	R-N	97	486	2	T	R	3	44	N	-1	465
3a0efa47-cb85-449a-b670-b4f77153d5cb,chr3,6556254,6557878	+	-	1305	R-F	73	1257	1	T	R	1	44	F	1	1263
532e0385-7f96-444d-8eaf-4a43714c1d8e,chr3,6556254,6557599	+	-	1145	R-F	140	1100	1	T	R	1	41	F	1	1101
53635ca1-7b1c-40f2-92d1-66970fd3e0ae,chr3,6556254,6557184	+	-	1102	R-F	124	1055	1	T	R	1	51	F	1	1056
648b969d-23ef-47f4-a379-a659550e152d,chr3,6556254,6557357	+	-	1179	R-F	140	1134	1	T	R	1	49	F	1	1135
6b30584f-28e6-463b-80b0-b25365fb15fb,chr3,6556254,6557938	+	-	1312	R-F	133	1259	1	T	R	1	46	F	1	1261
85b0f466-8d3f-4370-beca-fc510d54330b,chr3,6556254,6556579	+	-	470	R-F	103	434	1	T	R	1	49	F	1	435
86ecfc73-409a-48ce-96e1-ed6f2d450ed1,chr3,6556254,6557938	+	-	1432	R-UF	153	1391	2	T	R	1	55	UF	4	1396
8cb61fe1-9ca6-4112-bec0-46e773918451,chr3,6556254,6557919	+	-	2179	R-UF	143	1408	2	T	R	1	50	UF	4	1422
8e38ce75-f078-422b-9174-66e13aad0836,chr3,6556254,6556923	+	-	720	R-F	115	679	1	T	R	1	47	F	1	679
97dcebda-f2db-48a2-9226-4b43a9b7bfa8,chr3,6556254,6557938	+	-	1429	R-F	111	1383	1	T	R	1	51	F	1	1385
b0e29b48-d6f5-4406-85e0-c6e54cf55563,chr3,6556254,6556916	+	-	677	R-F	90	623	1	T	R	3	45	F	1	629
b101d402-5c25-4541-92d7-af88d73af9cb,chr3,6556254,6557883	+	-	1385	R-N	230	1342	2	T	R	8	44	N	-1	1321
b38b5727-d76b-494e-9ff2-bdeed63e6cf8,chr3,6556254,6557938	+	-	1424	R-F	112	1384	1	T	R	6	46	F	1	1385
b398b083-b6c4-48eb-92a2-6cd205740af6,chr3,6556254,6556745	+	-	718	R-F	186	679	1	T	R	1	50	F	1	679
bc46a630-2b49-42d4-8705-8946ae89b56d,chr3,6556254,6557938	+	-	1464	R-F	140	1417	1	T	R	1	50	F	1	1419
bd4a53ef-2fcb-41f4-ae49-83516c2e1fdb,chr3,6556254,6557938	+	+	1338	N-N	84	1297	5	A	N	-1	105	N	-1	1276
bda6977f-872a-41e7-a852-2f86383798b7,chr3,6556254,6557938	+	-	1455	R-F	101	1409	1	T	R	2	48	F	1	1411
cacb646e-53b7-4453-bf24-c92497960ccf,chr3,6556254,6556784	+	-	956	R-F	496	912	1	T	R	1	442	F	1	913
cb9bd49f-3821-4d74-a547-7183b257d4bf,chr3,6556254,6557883	+	-	1342	R-UF	102	1297	2	T	R	2	42	UF	2	1300
ce929d43-b4a3-4cf7-b631-fc8b0dfb9130,chr3,6556254,6557883	+	-	1392	R-F	122	1348	1	T	R	2	47	F	1	1350
d2418dea-1c4a-4e6c-a942-451186058d20,chr3,6556254,6557938	+	-	1433	R-F	117	1390	1	T	R	1	51	F	1	1392
e5e215a1-6209-454d-b5fa-15961950e2f5,chr3,6556254,6557938	+	-	1499	R-F	177	1454	1	T	R	3	49	F	1	1456
eb743634-19fa-46e8-8858-b097211e315c,chr3,6556254,6556776	+	-	571	R-F	114	529	1	T	R	8	42	F	1	530
f7992bc2-5900-48a3-9d6e-aea4210f9ade,chr3,6556254,6556753	+	-	532	R-F	100	487	1	T	R	2	48	F	1	488
f808e594-0bf5-4fd7-881c-739d72e1fc6a,chr3,6556254,6563391	+	-	3271	N-UF	151	1691	5	T	N	-1	172	UF	3	3253
f82c9dba-1073-434a-af81-999e905e3b24,chr3,6556254,6556579	+	-	449	R-F	92	405	1	T	R	1	48	F	1	406
fc070d65-daab-4f0d-a02f-d5769619b119,chr3,6556254,6557934	+	-	1407	R-UF	97	1359	2	T	R	1	47	UF	8	1371
fccb0927-b08e-4b1c-b8a9-6860dd14c95b,chr3,6556254,6557143	+	-	1046	R-F	111	1002	1	T	R	1	50	F	1	1003
0260d0b6-abad-4442-9f4d-2a2331c97721,chr3,6556254,6557938	-	-	1311	UF-R	58	1222	2	A	UF	15	43	R	1	1272
139d104d-95f9-4e87-905c-a22686ea9718,chr3,6556254,6557143	-	-	1026	F-R	59	947	1	A	F	1	58	R	1	991
17a9dfd8-9863-4d86-8d81-5a8e903deed4,chr3,6556254,6556923	-	-	672	F-N	62	597	5	A	F	1	61	N	-1	576
30582389-672a-42b7-8f8b-42d4ff21fd62,chr3,6556254,6557143	-	-	1034	F-R	56	947	1	A	F	1	55	R	1	1002
35ba4f5a-c45a-40a0-ac5b-ce7cfaf1a765,chr3,6556254,6556881	-	-	760	UF-R	61	681	2	A	UF	15	44	R	1	722
48684ae4-0e59-4a74-be5e-fa587622521d,chr3,6556254,6557938	-	-	1421	F-R	58	1342	1	A	F	1	57	R	1	1385
4ce33875-6866-4945-b4c0-081f28f667c6,chr3,6556254,6557933	-	-	1412	F-R	64	1322	1	A	F	1	57	R	1	1374
57d44723-f2f4-4881-932c-92241e27d61e,chr3,6556254,6557940	-	-	1435	F-R	57	1329	1	A	F	1	56	R	1	1402
5adde7a4-b59e-4d1b-a38b-56d59e40ffc6,chr3,6556254,6557940	-	-	1442	F-R	59	1334	1	A	F	1	58	R	1	1406
5cbbeb99-7145-4e3b-9c31-c327c5243165,chr3,6556254,6557599	-	-	1109	F-R	61	993	1	A	F	1	60	R	1	1073
5d4826c2-6855-4cc2-b4b1-157ad6a44173,chr3,6556254,6557938	-	-	1390	F-R	59	1311	1	A	F	1	58	R	1	1353
683023b0-2be2-45bc-a166-2748c0a07a17,chr3,6556254,6557938	-	-	1292	F-R	59	1207	1	A	F	1	58	R	1	1254
699e7df9-f635-44c8-9988-0370d9f4eeab,chr3,6556254,6557357	-	-	1159	F-R	61	1048	1	A	F	1	60	R	1	1124
7d5fe637-c72d-4fb2-bd4e-57ce71353466,chr3,6556254,6557916	-	-	1747	UF-R	79	1304	2	A	UF	15	47	R	1	1355
7d9ba57e-cfea-493f-b2f3-477f2f4ed66e,chr3,6556254,6557938	-	-	1405	F-R	60	1320	1	A	F	1	58	R	1	1366
833cce6d-caf2-446d-a246-df3719ca7dce,chr3,6556254,6557935	-	-	1405	F-R	63	1326	1	A	F	1	59	R	1	1372
8cf0e01a-39fb-4b00-a4cd-d96cab926d0f,chr3,6556254,6557143	-	-	1007	F-R	57	933	1	A	F	1	56	R	1	974
8f9d66be-1d58-46c3-bf64-be5cb144968a,chr3,6556254,6557938	-	-	1411	F-R	59	1329	1	A	F	1	58	R	1	1375
9bafbf9b-4dd2-468e-9eb6-95d80286b56f,chr3,6556254,6557933	-	-	1394	UF-N	64	1315	5	A	UF	3	54	N	-1	1294
9e449e33-d563-4247-8b06-ad79e646ba41,chr3,6556254,6556875	-	-	634	UF-R	63	566	2	A	UF	10	49	R	2	607
9e55e52f-ce7b-447b-bc4c-42111b525ac5,chr3,6556254,6557357	-	-	1175	F-R	60	1054	1	A	F	1	59	R	1	1139
a6bf85d9-8910-4c2b-bd73-4f1595ca825c,chr3,6556254,6557938	-	-	1421	UF-R	56	1348	2	A	UF	14	45	R	1	1388
aa2cdadc-87d8-4511-9832-64ef9b2a034c,chr3,6556254,6557935	-	-	1458	UF-R	60	1372	2	A	UF	3	54	R	1	1422
ad25627c-1499-4787-999a-6a8cf45e673e,chr3,6556254,6557935	-	-	2894	UF-R	64	1342	2	A	UF	3	55	R	1	1416
b353accf-b65e-42b5-90cc-c6b802adc62a,chr3,6556254,6557938	-	-	1416	F-R	60	1333	1	A	F	1	58	R	1	1380
b5235c82-4d5c-4995-991b-c266866d2e98,chr3,6556254,6557938	-	-	1318	F-R	65	1239	1	A	F	1	64	R	4	1288
d1dd4b5d-474e-4e19-a9dc-b14fa8ca12aa,chr3,6556254,6557357	-	-	1159	N-R	57	1042	2	A	N	-1	78	R	1	1123
d674391a-c54e-4700-a607-9636c1d1925d,chr3,6556254,6556881	-	-	778	F-R	59	687	1	A	F	1	58	R	1	740
d6a7d3ff-a2c8-4411-8433-5ceff9f76b11,chr3,6556254,6557139	-	-	1368	UF-R	65	930	2	A	UF	2	56	R	1	968
d9793dd6-d8f5-490a-b424-3e9cf4be8a71,chr3,6556254,6556923	-	-	694	F-R	61	613	1	A	F	1	60	R	1	661
dd14f323-249b-46bb-b075-6a25295c2758,chr3,6556254,6557938	-	-	1319	F-R	59	1236	1	A	F	1	57	R	1	1284
e29b6fa6-7382-402f-bae2-46dcdd868ce9,chr3,6556254,6557935	-	-	1409	UF-R	61	1327	2	A	UF	3	54	R	1	1371
e92bf7e5-3d58-4bb6-8f65-c949f0466c2d,chr3,6556254,6557357	-	-	1138	F-R	58	1039	1	A	F	1	57	R	1	1104
eee9a5db-b9bb-4b55-9048-085c1f9ad3cb,chr3,6556254,6557599	-	-	1109	UF-R	58	1000	2	A	UF	11	47	R	1	1073
60096a95-ef07-4629-99a9-3a5ab691c8ef,chr3,6556255,6557939	+	-	1442	R-F	117	1396	1	T	R	1	47	F	1	1398
9302ebed-bcf2-4210-a593-1494a92913d6,chr3,6556255,6557940	+	-	1278	N-UF	84	1241	5	T	N	-1	105	UF	12	1248
a114258b-772b-43cd-a6b5-e68c6fb85d9c,chr3,6556255,6557934	+	-	1435	R-F	119	1393	1	T	R	2	50	F	1	1395
f7bde101-9ea2-4cd5-af9b-5ca6d07dbbee,chr3,6556255,6557938	+	-	1468	R-F	175	1420	1	T	R	2	49	F	1	1422
0a504edf-4acf-4885-8bea-826f90f0ec71,chr3,6556255,6556776	-	-	582	UF-R	63	485	2	A	UF	4	57	R	1	545
da70d807-b408-4ac5-8671-a83a1be7565a,chr3,6556256,6557938	-	-	1417	F-R	62	1324	1	A	F	1	60	R	1	1376
df05b569-6696-41c0-ba86-c42b863919cd,chr3,6556256,6557883	-	-	1359	F-R	60	1279	1	A	F	1	57	R	1	1324
3471e1d6-d0e0-4cd3-9bf8-2ae6317dd7ba,chr3,6556257,6557938	+	-	1475	R-F	134	1427	1	T	R	1	50	F	1	1429
514c060b-2e44-4a5f-b2dd-4ebec1483c64,chr3,6556257,6557883	+	-	3363	R-F	129	1355	1	T	R	1	52	F	1	1358
54aeea2c-87dd-4795-a910-68d14849f158,chr3,6556257,6557936	+	-	1261	N-UF	113	1227	5	T	N	-1	134	UF	7	1235
54f9bcd0-db05-4864-83ed-8c1dc220533a,chr3,6556257,6557884	+	-	1770	R-F	100	1724	1	T	R	1	44	F	1	1726
628038ad-7737-4bc4-9021-837de9af9be4,chr3,6556257,6557883	+	-	1398	R-F	124	1354	1	T	R	1	51	F	1	1357
7945e26e-0f45-4df4-8ce0-003ce2e91749,chr3,6556257,6557938	+	-	1451	R-F	137	1410	1	T	R	3	49	F	1	1412
948c8325-95ef-4725-a348-7ee070a8e2f9,chr3,6556257,6556818	+	-	663	N-F	78	618	5	T	N	-1	99	F	1	619
a65c23c1-9da4-462a-bf8e-84be65315e4c,chr3,6556257,6557883	+	-	1372	N-F	121	1325	5	T	N	-1	142	F	1	1328
b96c125d-7623-4ef9-b965-27d89958f5d9,chr3,6556257,6556946	+	-	718	R-F	109	677	1	T	R	1	50	F	1	674
bf6dbb51-eac5-46d1-8d98-d932a5a15c64,chr3,6556257,6556946	+	-	699	R-F	99	684	1	T	R	7	45	F	1	681
c35be6cf-ec59-48b9-b1a2-cba8ed240fc5,chr3,6556257,6557884	+	-	1747	R-F	96	1704	1	T	R	1	50	F	1	1706
dd36319f-a20f-4797-aabe-35254fe99968,chr3,6556257,6557883	+	-	1272	R-F	117	1228	1	T	R	1	48	F	1	1231
66221f4d-57e2-4e35-8e20-12dac0014a4f,chr3,6556257,6557884	-	-	1759	F-R	60	1682	1	A	F	1	59	R	1	1727
6c7b169e-4d64-4648-8485-e6be92469739,chr3,6556257,6556946	-	-	706	UF-R	54	622	2	A	UF	15	45	R	1	669
7028f5b2-731d-4b64-ae1e-85b00a91fa71,chr3,6556257,6557912	-	-	1336	F-R	60	1196	1	A	F	1	60	R	1	1303
844f690a-23a7-40f2-b9d4-dcbb2f7e9906,chr3,6556257,6557938	-	-	1382	F-N	57	1303	5	A	F	1	55	N	-1	1282
a28de062-009b-4c36-a2ad-ade621441725,chr3,6556257,6557872	-	+	1343	N-N	107	1238	5	T	N	-1	128	N	-1	1217
ac9f144a-9673-4d3f-a9ad-94eaccbaecf5,chr3,6556257,6557884	-	-	1766	F-R	61	1680	1	A	F	1	59	R	3	1730
fcbbf776-49bc-4234-870a-1024a05cc2cb,chr3,6556257,6557884	-	+	2873	UF-UF	63	1686	4	T	UF	12	47	UF	3	2146
8bbfcf76-9b0e-4b8f-8f44-ae34a99d180c,chr3,6556258,6557938	+	-	2089	R-F	783	2044	1	T	R	8	747	F	1	2045
08b8d576-9a9f-421c-8cc5-3363a304f0fe,chr3,6556258,6556753	-	-	542	F-R	62	448	1	A	F	1	61	R	1	506
2e8999ec-dc6b-4730-a7f5-d8f185ea8d69,chr3,6556259,6557938	-	-	1391	F-R	61	1315	1	A	F	1	59	R	1	1358
9373b94a-0944-41c9-a9d7-c4ac394a7c8f,chr3,6556259,6556823	-	-	667	N-R	28	587	2	A	N	-1	49	R	1	636
d6c224af-ed8d-4dbc-b49c-e7bf77267afe,chr3,6556260,6557938	+	-	1424	R-F	122	1380	1	T	R	1	50	F	1	1382
59586346-2b74-4edd-b592-a8ae19f6c25d,chr3,6556261,6557928	-	-	1331	UF-R	59	1254	2	A	UF	15	40	R	1	1296
eb6ce1e9-eefa-4412-ba44-cc4592ac4e60,chr3,6556264,6557935	-	-	1363	F-R	61	1270	1	A	F	1	58	R	2	1333
67827320-506d-466f-8f28-0e738c334799,chr3,6556272,6557255	+	-	1154	N-F	129	1112	5	T	N	-1	150	F	1	1113
8d1e7926-243a-4bc3-81ab-fbe0dcb31216,chr3,6556272,6557938	+	-	4831	R-F	107	1255	1	T	R	1	48	F	1	1257
92ee3cdd-ebe9-4193-9220-40055ad85a11,chr3,6556272,6557255	+	-	1203	R-UF	172	1160	2	T	R	1	50	UF	6	1167
d9f87ddc-7983-4080-ad22-d44f9095c76f,chr3,6556272,6557938	+	-	1286	R-F	85	1243	1	T	R	1	49	F	1	1245
49ae4981-02a0-4093-a66b-b0cbd33127dc,chr3,6556272,6556880	-	-	768	F-R	57	663	1	A	F	1	56	R	1	733
e7809691-1334-410a-a844-d635aacfcb90,chr3,6556272,6556880	-	-	754	F-N	58	662	5	A	F	1	57	N	-1	641
7b59835f-fb64-4dcf-bca9-f6fd0019f4e6,chr3,6556276,6557912	+	-	1265	N-F	130	1216	5	T	N	-1	151	F	1	1217
17e97a98-1a2b-4a51-87e9-1251be5e17f4,chr3,6556277,6556959	-	-	839	F-R	62	727	1	A	F	1	58	R	1	802
c61d3ab0-59a6-46fd-8267-b43cbc9fe087,chr3,6556279,6556939	+	-	802	R-F	104	757	1	T	R	6	41	F	1	757
7343f457-6050-45ba-8010-b39825c1ccfb,chr3,6556281,6557884	+	-	1221	R-F	95	1179	1	T	R	1	50	F	1	1180
a12df7a6-566f-4c07-affa-b4a70c44e75f,chr3,6556281,6557933	-	-	1299	F-R	67	1208	1	A	F	1	63	R	1	1262
f99ea93a-412a-4054-be8a-900557bc8774,chr3,6556282,6556939	+	-	797	R-F	128	755	1	T	R	6	45	F	1	755
62dff1d4-ab04-42b9-83ea-670fc29bd01e,chr3,6556283,6556939	-	-	779	F-R	59	700	1	A	F	1	59	R	1	745
d0607489-10f1-402c-9837-be9f600cd397,chr3,6556283,6556939	-	-	792	UF-R	55	707	2	A	UF	8	49	R	1	756
d26191d8-eb59-450a-abaf-c8f311c42bb3,chr3,6556283,6556579	-	-	439	F-R	55	350	1	A	F	1	54	R	1	407
e66f6f9c-e416-498c-a9b3-3afd54fc98ad,chr3,6556283,6556930	-	-	795	UF-R	59	705	2	A	UF	2	56	R	1	759
633fe69d-4280-4bdc-b3ab-78bf21385e2c,chr3,6556284,6556937	-	-	787	UF-R	59	698	2	A	UF	13	47	R	1	756
74ff33e1-29d9-46e8-bc0f-1ff080c05e5e,chr3,6556284,6557880	-	-	1202	UF-R	65	1142	2	A	UF	11	47	R	1	1168
87108a04-924f-4c7e-9f04-0536bd0df9db,chr3,6556284,6557912	-	-	1252	F-R	56	1144	1	A	F	1	55	R	1	1219
f9f428d3-bb6f-46d6-bd36-ffe9d874a44a,chr3,6556284,6557938	-	-	1332	F-R	58	1224	1	A	F	1	56	R	3	1299
30761780-6753-44d6-ad09-a1aa393fe0b9,chr3,6556286,6557884	-	-	1195	F-R	58	1126	1	A	F	1	57	R	1	1161
73eb4ac1-d457-4a5e-ba84-6073ed91b841,chr3,6556287,6556523	+	-	375	R-F	100	335	1	T	R	1	50	F	1	332
4abd5010-a6e9-4358-8f43-86382837f870,chr3,6556288,6557938	+	-	1329	R-F	81	1308	1	T	R	1	48	F	1	1310
aac623a6-3f5f-4437-a840-93311c43c2cc,chr3,6556288,6557894	-	+	1306	N-N	92	1248	5	T	N	-1	113	N	-1	1227
7efcb55f-e34a-4cb9-92cb-5158a9665dcb,chr3,6556289,6556876	+	-	820	R-F	186	772	1	T	R	2	47	F	1	776
0388e31c-7564-4f3f-9f57-fba7b7ebd459,chr3,6556290,6557938	-	-	2444	UF-R	63	1306	2	A	UF	6	57	R	1	1341
1a3daf31-8d84-4d2c-8105-16327d2bbfe9,chr3,6556290,6557884	-	-	1174	F-R	53	1118	1	A	F	1	52	R	3	1146
28159a1d-dfae-4abf-a9d1-59afcf741f60,chr3,6556290,6557938	-	-	1416	F-N	61	1252	5	A	F	1	59	N	-1	1231
dd6fc9aa-e2a9-45bb-aaba-83d7a53070ae,chr3,6556290,6557938	-	-	1369	UF-R	59	1286	2	A	UF	7	52	R	1	1337
0a9bd453-a581-4895-8b3e-88766eba98f0,chr3,6556296,6556879	+	-	778	R-F	142	738	1	T	R	3	50	F	1	739
02617a63-20a8-43fe-b2e0-0394f2c56b99,chr3,6556298,6557884	+	-	1334	R-F	210	1288	1	T	R	1	52	F	1	1290
d94b57d1-ed59-4729-9b4c-c2384a88b215,chr3,6556298,6557912	+	+	1313	N-N	168	1275	5	A	N	-1	189	N	-1	1254
7439e47b-f624-41ba-97de-6e5d620e310c,chr3,6556311,6557932	+	-	1320	R-UF	172	1262	2	T	R	1	46	UF	9	1274
1a0c57f1-fee0-4521-a2a9-1b38112394e7,chr3,6556312,6557938	+	+	1818	N-N	198	1763	5	A	N	-1	219	N	-1	1742
9e92b4b8-0814-4f66-9ba2-4ebc33b9a920,chr3,6556323,6556537	+	-	362	R-N	155	356	2	T	R	1	56	N	0	336
