read_core_id	polya_start_raw	polya_end_raw	polya_start_base	polya_end_base	polya_length	polya_score	polya_type
89de88bd-6f34-4499-ab59-f64cb7b720c4,chr3,6556200,6556890	2075	2350	78	120	35.09	275.0	T
8c2c29aa-5f6d-451f-a664-ec92c45e0f4d,chr3,6556200,6557939	1135	1485	76	121	38.76	350.0	T
9e1b9c5f-03c8-45d0-84b7-ca36704ae2cb,chr3,6556200,6557939	1265	1560	74	100	30.81	295.0	T
9f817c46-776b-4a62-87e1-117bee33babb,chr3,6556200,6556723	925	1155	77	105	30.74	230.0	T
d36511bb-1829-4797-9441-80c5d9af5c44,chr3,6556200,6556723	2625	3060	76	113	44.31	435.0	T
ddec8856-96c7-4f59-b5c1-d1565cdc31ba,chr3,6556200,6556451	1215	2705	75	87	146.08	1415.0	T
ebf6511c-d777-46b3-9bf0-f9294084ca48,chr3,6556200,6557884	2065	2375	77	116	34.15	310.0	T
f7f868ba-3dbb-485a-b390-8fff806b7f9e,chr3,6556200,6557938	1950	2140	78	81	22.47	190.0	T
fb16f384-eb20-4f2f-910b-029f5ac151ee,chr3,6556200,6557938	1385	2625	77	101	163.4	1227.5	T
04a05249-0e82-4d93-9c9b-a5e12023b778,chr3,6556200,6557938	19825	19990	1791	1813	18.08	152.5	A
0727994b-3dae-4674-8612-38da01847cd8,chr3,6556200,6557934	14365	14500	1380	1401	14.9	135.0	A
22b90222-1da3-4e01-b17d-847615ed88d7,chr3,6556200,6556544	5440	5620	399	429	17.57	180.0	A
24cab230-c3c9-416c-b20e-4a1264b2b8ba,chr3,6556200,6557421	8465	8585	774	786	13.49	120.0	A
26c12dfe-0a13-4316-9edd-e41cb5f1ab96,chr3,6556200,6557938	13200	13320	1303	1323	13.34	120.0	A
32f40797-4e88-41d0-84a1-754ba34b38e3,chr3,6556200,6557939	15040	15185	1396	1418	15.53	145.0	A
374d7ab5-c11c-4f29-9447-26e70a9aa483,chr3,6556200,6557938	0	0	0	0	0.0	0.0	A
3f0d3309-9f69-4f4c-9eb2-7dd435c8f9e1,chr3,6556200,6557938	12765	12855	1398	1411	11.15	90.0	A
464be880-ec23-40d8-8fda-9adfd6e00724,chr3,6556200,6556890	8515	8645	638	659	14.66	130.0	A
4f9de281-0aa0-4117-a4f3-e5cdd17d15d1,chr3,6556200,6556541	4365	4510	395	415	14.94	145.0	A
564b68c9-b998-4776-a0c5-4127780dd019,chr3,6556200,6557938	15595	16140	1383	1424	59.69	545.0	A
5ed3e7c2-32e6-4a69-8234-b0256f41579f,chr3,6556200,6556723	6930	7060	478	498	13.5	130.0	A
76dca82d-ec3b-4a6f-8130-cd0c2b86216a,chr3,6556200,6557130	0	0	0	0	0.0	0.0	A
8650e20b-a13d-4e57-ab78-a84d9eb1ac6f,chr3,6556200,6557939	13130	13265	1380	1400	16.69	135.0	A
8b121cdd-f796-4ec0-911e-34d0e8078303,chr3,6556200,6556723	0	0	0	0	0.0	0.0	A
9ab1690a-0b60-46aa-b775-af1af417e32c,chr3,6556200,6557938	14680	15025	1383	1403	37.59	345.0	A
9dd1265b-c849-454f-ac5c-0de2d7c426f7,chr3,6556200,6557938	15355	15485	1392	1413	13.79	130.0	A
a0c004b8-7995-41e2-b2c1-fee8390f5a86,chr3,6556200,6557935	13445	13585	1290	1311	15.6	140.0	A
a67c998e-fdbb-4896-8ea0-2f91631da61d,chr3,6556200,6556672	6265	6400	530	554	14.19	135.0	A
ab15c48a-d958-4027-a147-cde39f7300ca,chr3,6556200,6557939	21775	21990	2421	2457	27.01	215.0	A
c453ad0f-a5b4-406d-8e02-7db5d6169d3a,chr3,6556200,6556672	6000	6330	526	547	34.58	330.0	A
d6a81319-8153-42ba-b4d2-4dc6604869cb,chr3,6556200,6557939	13960	14105	1391	1411	16.17	145.0	A
dfa9489f-3f60-40ef-86be-b269fedc8ae3,chr3,6556200,6556723	5295	5410	476	495	12.51	115.0	A
f9a3c6d0-44ae-4277-95f9-332235d41730,chr3,6556200,6556884	0	0	0	0	0.0	0.0	A
feaca937-616b-4c69-9dbb-3a0b222edf63,chr3,6556200,6557935	11725	12050	1286	1309	40.27	325.0	A
0c92411a-6e0e-480e-8730-3a6184e1b3d1,chr3,6556201,6557844	745	1040	76	119	36.26	295.0	T
0daa9340-3a1d-4286-aab7-68f78b735706,chr3,6556201,6557359	1035	1400	79	143	40.22	365.0	T
11f6dd34-a4ed-4824-8704-c5f20b5e09b9,chr3,6556201,6557935	820	940	76	86	13.52	120.0	T
175594f6-b30a-4a46-9d25-c6c7d3f715f2,chr3,6556201,6557938	1215	1475	78	95	30.07	260.0	T
27bbc835-3d65-413f-a9e4-e9c91c447d48,chr3,6556201,6557883	980	1210	84	112	25.93	230.0	T
2faca9a8-77fc-497f-a8db-83a5d7252e6c,chr3,6556201,6557885	0	0	0	0	0.0	0.0	T
3178457b-c5c1-4e41-9fd0-e61420bcf550,chr3,6556201,6557938	940	1255	74	113	38.05	302.5	T
4aeda9b6-9d65-4e86-b3f9-c7e6cea974c4,chr3,6556201,6557183	1410	1780	67	111	42.75	345.0	T
57b9621c-5e5e-4e40-8ed7-b099e46c9f5e,chr3,6556201,6557938	880	1140	81	110	28.89	260.0	T
59b49b6f-1e3d-463e-b2f3-24c2df025bc8,chr3,6556201,6557557	1245	2480	78	83	141.36	1235.0	T
63f07059-7501-4aa5-a7cc-78a58cd39081,chr3,6556201,6557938	2025	2055	55	55	3.51	30.0	T
659620f6-70e1-4b16-b6ed-686db70bb694,chr3,6556201,6556508	1120	1535	70	114	52.24	365.0	T
65c2267d-1b70-4634-9895-18b3450e122d,chr3,6556201,6557938	1150	1445	78	121	33.67	295.0	T
7281c806-cfaf-4588-b3c0-37d8fa247b56,chr3,6556201,6557934	790	1155	76	99	46.73	327.5	T
7947df2f-ad5a-4551-a34c-a7cf027b4b3e,chr3,6556201,6557840	10550	11350	820	852	92.79	625.0	T
7c337b93-8611-4fcf-a29d-e1d9b124b23b,chr3,6556201,6557938	960	1330	73	74	38.13	370.0	T
7d200a3c-a395-4764-9783-421db47eddb7,chr3,6556201,6557938	2165	2490	71	92	35.94	325.0	T
80b878d0-89ab-4b98-a406-437f814a4777,chr3,6556201,6557883	1025	1410	76	128	41.41	385.0	T
899de95f-3b58-458f-af26-2dd7d07aae19,chr3,6556201,6556923	1250	1645	73	131	41.97	395.0	T
8c4f0ec9-8e3a-4cfe-b4e1-6df6227cde8d,chr3,6556201,6557359	1680	2000	72	114	37.01	320.0	T
98f7f551-b398-485c-881d-b326b76f94c5,chr3,6556201,6557887	1015	1245	77	105	29.28	230.0	T
9918463b-4e06-448c-9c73-fe5a377dacd4,chr3,6556201,6557627	1255	1585	73	108	34.61	330.0	T
a8698a9f-a1a8-4590-9e6a-50b555363a92,chr3,6556201,6557627	1260	1545	74	107	34.47	285.0	T
a995f6b3-063c-4f4c-a1ef-9e36f4c3c2de,chr3,6556201,6557183	13510	13800	1217	1252	30.99	265.0	T
aa8fb2d2-0aec-49bf-9c6f-9d6ef58087ae,chr3,6556201,6557885	1225	1480	76	119	31.29	255.0	T
c2e4ca30-691c-4136-a232-3ed7f10a39bb,chr3,6556201,6557916	1135	1390	79	112	29.82	255.0	T
dd42c4ab-70b4-4617-81e8-2de6b9353b0a,chr3,6556201,6557883	0	0	0	0	0.0	0.0	T
e99575b2-8a23-459f-a010-0d8aaf8aeb1f,chr3,6556201,6557938	910	1190	84	103	31.1	280.0	T
f4fd6c73-96dd-470e-a636-b4934603e5c1,chr3,6556201,6557071	730	970	76	81	30.96	240.0	T
02f02472-c475-468f-8d38-36a1acabf28c,chr3,6556201,6557886	14340	14695	1337	1357	39.09	355.0	A
06e0f579-6026-4837-a16c-b7f29b36d24b,chr3,6556201,6557938	18960	19110	1384	1408	13.53	150.0	A
0c40b826-1782-4102-83ab-8c098da50f74,chr3,6556201,6556923	8530	8670	771	792	14.82	140.0	A
12778ca3-51a8-4543-b37d-be9bfba9f84b,chr3,6556201,6556923	8585	8750	777	801	17.16	165.0	A
188fb7c9-4c44-4a15-a754-ac25af0b8077,chr3,6556201,6557938	16090	16225	1393	1413	13.61	135.0	A
1be45ddd-c0ec-47fa-87ae-51658ff6b5fc,chr3,6556201,6557928	13305	13455	1368	1389	17.35	150.0	A
1dc1973c-0686-49a2-8b7f-fb44c031430c,chr3,6556201,6557938	12830	12970	1374	1393	18.07	140.0	A
22c4025d-2923-4c3b-9b62-63beeb0666d1,chr3,6556201,6557918	13225	13355	1265	1287	14.64	130.0	A
24b9212d-db0d-49e8-9af3-e0e3f4e8f52d,chr3,6556201,6557884	12245	12575	1239	1253	41.07	330.0	A
3b3475ed-0d60-4bc3-a956-933386002425,chr3,6556201,6557938	20415	20540	1386	1406	12.19	125.0	A
4db21774-d0a2-494a-8802-0b3add09cc34,chr3,6556201,6556923	8555	8665	776	792	12.34	110.0	A
50c85284-a37c-4131-aa00-8cb58c0375db,chr3,6556201,6557938	15855	16220	1292	1315	34.61	365.0	A
6266fe2d-8126-4e1a-b183-0af6a3127a9b,chr3,6556201,6557938	14255	14370	1381	1399	12.99	115.0	A
8cbfd328-ba8f-49ef-b4db-78f79417b2a4,chr3,6556201,6557938	15260	15390	1377	1396	13.49	130.0	A
94af404f-49c6-4b71-a56f-0bb6375a934f,chr3,6556201,6557883	12050	12200	1344	1370	18.61	150.0	A
9569cfe6-7d7b-4355-b7ca-b5a4144d8acf,chr3,6556201,6556923	9955	10070	779	795	11.57	115.0	A
9d464277-d872-4108-885f-14546a08cdf6,chr3,6556201,6557884	20345	20640	1677	1690	32.5	295.0	A
cddf1a2f-7ce5-43ed-813b-7dff87eed9a5,chr3,6556201,6557939	28355	28490	2016	2037	11.74	135.0	A
d0c9c06e-13b1-4557-92f7-48dd7dcaf0a5,chr3,6556201,6557884	14465	14615	1246	1269	15.23	150.0	A
d4f993c0-6686-439a-8ea5-48e7e9ac8de5,chr3,6556201,6557937	17450	17580	1763	1781	15.55	130.0	A
d87c8664-4c3f-4cfe-97c5-36d289b38a45,chr3,6556201,6557938	12960	13095	1280	1302	15.19	135.0	A
e4592e9e-a0a6-474b-81a3-fe6b9399d986,chr3,6556201,6557933	18775	18910	1786	1807	14.84	135.0	A
e4e65985-3571-40d5-9596-23cf6ba11767,chr3,6556201,6557627	10910	11060	967	989	15.44	150.0	A
ed661497-768b-4d52-8360-b46198929397,chr3,6556201,6557939	15110	15475	1274	1302	35.15	365.0	A
f1ee1de2-4959-4390-b238-193a63914c8e,chr3,6556201,6557938	14015	14180	1272	1299	17.57	165.0	A
f477f689-1c16-4052-a375-f5343896fa49,chr3,6556201,6557886	15825	15970	1331	1352	14.88	145.0	A
fb8b8035-061d-4503-9aed-26876b630c6f,chr3,6556201,6557076	13100	13255	820	845	13.96	155.0	A
fbfcc34d-f8ce-4ab0-8ce0-029552b1470d,chr3,6556201,6557938	13230	13375	1386	1410	17.67	145.0	A
ffab6c78-142d-42a5-b724-6d0b73d112fd,chr3,6556201,6556923	7410	7550	777	800	17.05	140.0	A
082ceb73-0a78-4162-8655-dbf5841028d0,chr3,6556202,6557179	1140	1430	76	113	36.25	290.0	T
11334336-2f1e-4dab-a6cb-f56d359395ad,chr3,6556202,6557884	14005	14290	1114	1144	30.91	285.0	T
45ea5138-7b6a-4b29-817e-e632855eadba,chr3,6556202,6557938	1745	2025	73	112	30.66	280.0	T
52904d42-ea88-4881-96b5-b0b3946e2dea,chr3,6556202,6556465	1215	2565	65	83	161.38	1212.5	T
5b9c3323-4ba0-484c-9b9c-a5c39741e2dd,chr3,6556202,6557938	3150	4605	67	96	151.74	1430.0	T
61a134ff-702e-4b70-b14c-22287e8b1587,chr3,6556202,6557767	1240	1745	73	77	61.18	505.0	T
6e97b21f-8d27-4c0d-9ad4-5e6db96686df,chr3,6556202,6557359	3350	4500	74	92	120.41	1125.0	T
738e54b1-26ba-4993-ac4a-7f18ca43d65f,chr3,6556202,6557607	1230	2195	81	122	109.42	915.0	T
774f5fa4-cf89-48db-a19c-98864f12e463,chr3,6556202,6557938	790	1020	72	100	29.68	230.0	T
85de7d24-af0e-495d-bc42-dc0d383718e3,chr3,6556202,6557938	1300	1590	72	104	35.61	240.0	T
8653683d-9c22-4a41-9f2f-45b67a94e9cf,chr3,6556202,6557936	895	2275	75	136	157.6	1080.0	T
8d01803b-3546-4108-91ce-e5cfbb5c176c,chr3,6556202,6556469	1395	2715	77	138	152.92	1257.5	T
a055f781-03c2-4a72-9980-b99a0329912c,chr3,6556202,6557183	0	0	0	0	0.0	0.0	A
adad3cc1-7ef1-4197-bf8b-cc126031bc4e,chr3,6556202,6556355	0	0	0	0	0.0	0.0	A
adfe2f40-623b-4eac-9b8b-fd79158dc719,chr3,6556202,6557938	1155	2290	73	86	137.16	1135.0	T
b675f2dc-dced-419c-81ce-d11cd7462ace,chr3,6556202,6557359	955	1835	78	126	98.05	805.0	T
b75ec457-a1a2-4a6d-9540-86924c6d08f0,chr3,6556202,6556993	905	1165	78	110	31.83	260.0	T
bdb51cb7-11ea-44c5-94d7-8acaac42e843,chr3,6556202,6557938	3160	3320	80	96	18.41	160.0	T
c9451871-b6ff-4cfc-8ab9-202e3d3d2d76,chr3,6556202,6557883	805	1385	76	155	70.23	567.5	T
d0282e5b-f26b-424b-aecf-59ce6e84b2bb,chr3,6556202,6556502	1720	2170	71	131	51.81	412.5	T
d4f8a5ff-3ab6-41a8-a31b-72805ea9d513,chr3,6556202,6556544	895	1210	77	116	36.2	315.0	T
d674d1b7-21ef-4a3b-a571-83195b203b26,chr3,6556202,6557938	820	1090	72	98	33.8	270.0	T
d7b7fb03-8c71-4b83-b610-18ae30a3a169,chr3,6556202,6556702	1035	1345	77	110	35.27	310.0	T
f6e3e457-6f6b-4b00-9bf4-36db461de062,chr3,6556202,6557938	2830	3765	70	145	96.17	860.0	T
fda0acf0-7ac1-4e1f-ad7a-bbb5cf9a25e8,chr3,6556202,6557886	950	1215	74	103	33.3	265.0	T
0349f831-a472-4863-8034-f0313524b793,chr3,6556202,6556923	7875	8020	666	687	15.09	145.0	A
06fefbbf-7ab0-4adc-875c-c18a39737d64,chr3,6556202,6557126	10380	10500	979	996	13.29	120.0	A
08179be1-0cd5-469b-9b31-ce4223a98ee8,chr3,6556202,6557940	11385	11510	1380	1400	17.3	125.0	A
23bb13b7-3bea-4ed6-90ff-806357386fbc,chr3,6556202,6557927	15495	15990	1379	1407	49.98	495.0	A
2bc230ff-e7f9-4232-a79c-9f83a446eec9,chr3,6556202,6557938	13945	14085	1278	1302	15.38	140.0	A
2dee0318-c973-4ae0-bd8e-272c9672a6e3,chr3,6556202,6557769	12670	13470	1125	1174	85.13	800.0	A
2ebb6e04-b9bf-4d10-9852-5bbc6fcc1d5c,chr3,6556202,6557076	8720	9085	830	851	40.39	365.0	A
300a705a-6d4d-4fbf-825f-58cda1eea9c0,chr3,6556202,6557938	15340	15450	1383	1397	11.11	110.0	A
3593c9eb-cd26-4b82-8f16-e62813740731,chr3,6556202,6557928	16070	16445	1385	1405	37.61	375.0	A
35be1b0b-c5ca-4c52-afdb-a3ce23f63f79,chr3,6556202,6557178	9735	9870	926	946	15.19	135.0	A
39ab09e7-9211-4e70-bb3f-b50183135c95,chr3,6556202,6556795	5445	5590	540	560	17.23	145.0	A
3ad55650-7b66-4fdf-841b-224a78babbb5,chr3,6556202,6557933	13390	13560	1357	1382	19.58	170.0	A
3cbe4543-3a74-4be7-8559-ba46126e55ce,chr3,6556202,6557938	16375	16705	1394	1414	33.91	330.0	A
447595ee-6614-4b01-b1df-2740633728cc,chr3,6556202,6557183	12575	12715	919	939	13.01	140.0	A
4a7ad36d-e255-44f6-9de2-16fcc225f5c3,chr3,6556202,6557179	9615	9760	938	964	16.37	145.0	A
4a9977d5-3ccd-40e5-8eeb-0282c3044a0c,chr3,6556202,6557883	14505	14670	1334	1358	17.9	165.0	A
4c58d636-93b7-4c5b-8c3b-05eb2795979e,chr3,6556202,6557938	14010	14330	1370	1393	35.95	320.0	A
4e46dd63-69d0-40e9-bc68-e7121ec939c7,chr3,6556202,6557884	12495	12630	1231	1251	14.81	135.0	A
4eae6b03-01b9-4c62-8cc0-fca2286476a0,chr3,6556202,6556993	7340	7475	744	765	15.68	135.0	A
52a2085d-6f6f-48e0-a93b-0610bd909c48,chr3,6556202,6556918	8490	8610	766	787	13.41	120.0	A
537efc85-8c00-4a86-b8d1-0003a1aed1a8,chr3,6556202,6557088	9665	9870	942	973	24.76	205.0	A
5436c53e-401e-44ce-ad6e-c8aa22cab58c,chr3,6556202,6557935	15455	15595	1385	1404	15.12	140.0	A
558ed46f-10f5-4685-89bc-3d49e145266b,chr3,6556202,6557883	15205	15590	1350	1369	38.53	385.0	A
56105b4b-5e97-436a-bfd7-da41c15bebd5,chr3,6556202,6557938	20120	20485	1377	1397	40.04	340.0	A
5a77eeef-db8a-498a-ab90-2ebaaabe969e,chr3,6556202,6557938	0	0	0	0	0.0	0.0	A
5c3be95b-c456-4e49-8985-72ecf5eafbde,chr3,6556202,6556645	5550	7310	507	511	191.78	1760.0	A
5c9f2a0c-a28d-4e85-842a-482fdd1f14de,chr3,6556202,6557938	12995	13200	1371	1398	23.16	205.0	A
68530c47-5cbc-41d8-9e1c-14e7ff727031,chr3,6556202,6557938	14195	15035	1395	1397	93.21	840.0	A
69c5ca4b-355c-42d1-a06b-1912e576bcd3,chr3,6556202,6557884	12945	13125	1260	1286	20.44	180.0	A
6ba7f684-4706-4b34-a4a8-c20f1cce42dc,chr3,6556202,6556795	7330	7505	547	570	15.97	175.0	A
6f7aefdf-db95-40df-9848-b8ca3e94aaff,chr3,6556202,6557485	14435	14820	1341	1363	41.12	385.0	A
741852ee-592d-4ead-976e-58bdca7dd592,chr3,6556202,6557497	9860	10030	925	945	18.96	170.0	A
752efe5a-80d3-4f7a-b934-2cddfeb5d238,chr3,6556202,6557184	9730	9895	931	959	18.08	165.0	A
75eecebb-9be4-489c-acf1-3a3fd08da7f4,chr3,6556202,6556502	4535	4895	364	388	38.07	360.0	A
783e17d5-bd58-415d-832b-09f73de6eb72,chr3,6556202,6557935	0	0	0	0	0.0	0.0	A
7accf064-532c-4cca-afb8-3e471604ea43,chr3,6556202,6557884	13805	13920	1246	1265	12.44	115.0	A
8003bc5c-d430-4896-a55d-7f070fb330f4,chr3,6556202,6557887	0	0	0	0	0.0	0.0	A
807c52f1-f810-4f9d-9fff-6e47ceb6e37b,chr3,6556202,6557833	21385	22375	1192	1223	67.45	990.0	A
8c6aaf75-1694-4d60-abca-ba77854f8ce1,chr3,6556202,6557938	0	0	0	0	0.0	0.0	A
90b0ad8e-3499-4896-861a-6ad3dbb99c9c,chr3,6556202,6557938	15725	15985	1389	1429	27.0	197.5	A
99d5bd96-824a-4beb-8f2f-4eef09f5a5f2,chr3,6556202,6557938	14025	14365	1374	1401	38.01	340.0	A
9f463e96-7ac2-4374-a117-039f78e83e2f,chr3,6556202,6556588	0	0	0	0	0.0	0.0	A
a10b8b91-aa3a-4a86-9747-0daa87a219f7,chr3,6556202,6556795	5975	6115	542	563	15.16	140.0	A
a30c7d04-689b-47cc-822b-eba23c151448,chr3,6556202,6557938	15105	15490	1775	1801	49.76	347.5	A
a370fbd4-9f4f-4eb1-b730-f86f1bcd353f,chr3,6556202,6557764	13860	14325	1121	1140	46.08	465.0	A
a3a321f2-3f4a-4a6c-904c-f80c6c08b144,chr3,6556202,6556702	6415	6505	558	572	9.97	90.0	A
a81f70fa-4909-40c5-803b-6bed19bd6b85,chr3,6556202,6557884	15820	15945	1347	1366	12.92	125.0	A
a84359d0-4c3e-43a7-9cfd-86f02bc94ca6,chr3,6556202,6556758	5440	6625	528	580	138.87	1185.0	A
aa135c17-1f6d-4bd2-bd99-b6b57632c98d,chr3,6556202,6557934	14665	16290	1392	1424	176.71	1300.0	A
abea0d33-a5cf-4e04-8af9-cbabf6c2786d,chr3,6556202,6557814	0	0	0	0	0.0	0.0	T
acea3e4f-e42e-42c1-b3ca-cf13e656bfda,chr3,6556202,6556645	5490	5605	513	530	13.04	115.0	A
b1947c3c-d9c2-4f28-9b22-61c558e801c6,chr3,6556202,6556795	6695	7055	530	550	37.32	360.0	A
b4054d5b-e684-40d2-9ffe-134c35d0b659,chr3,6556202,6557886	11830	11960	1318	1340	16.45	130.0	A
bb3652b1-67f5-4249-9d37-f5f9d3aada77,chr3,6556202,6557939	10855	10990	1297	1320	18.04	135.0	A
bc6a6645-13fc-4334-86a0-89358888ba3a,chr3,6556202,6556962	8560	9365	706	732	81.12	805.0	A
c088c56b-87df-4935-a203-1fdf78519ae1,chr3,6556202,6557884	12945	13085	1239	1260	15.58	140.0	A
c37c38e0-795c-46f6-be2c-3fcd7a756088,chr3,6556202,6557042	8445	8770	782	820	35.5	200.0	A
c64cbef5-9a56-4b65-859d-42187ed9a204,chr3,6556202,6557496	10695	10850	940	960	17.19	155.0	A
cbc4898f-0468-4e43-bfbe-21918422a062,chr3,6556202,6557938	16050	16195	1382	1403	15.14	145.0	A
cc6e8313-f6c6-4e95-b40a-5b9bad6a432d,chr3,6556202,6557182	12825	13695	1042	1094	90.28	620.0	A
cd946f20-6f50-43f3-9ee4-54b1a2024469,chr3,6556202,6557937	0	0	0	0	0.0	0.0	A
dc1400dc-3f7a-4b73-9637-4153c4ebb98b,chr3,6556202,6557938	15280	15670	1397	1425	42.88	377.5	A
e47e6189-5afe-434e-9190-001bf26cfaef,chr3,6556202,6557939	0	0	0	0	0.0	0.0	T
e89a74cc-0379-44cb-8047-c8d90bbbed9c,chr3,6556202,6556795	5980	6105	537	555	13.81	125.0	A
e9d1edf5-7543-44ce-b28a-7e2bfb413e75,chr3,6556202,6557938	14215	14410	1357	1388	21.19	195.0	A
ece1fa09-c9b5-4e12-a274-527bc26aa93d,chr3,6556202,6557935	15505	15905	1370	1385	43.56	400.0	A
00b5e617-bd6c-4ebc-a67a-901c04c6b867,chr3,6556203,6556702	840	1120	73	95	33.51	280.0	T
04171e57-99b5-40cf-868d-9c1e5a3187bf,chr3,6556203,6557938	880	1125	76	111	28.14	245.0	T
0a63ff9c-0dc7-4b96-8d12-80dda88e89c6,chr3,6556203,6557938	1125	1425	73	117	29.44	300.0	T
0fb9eb63-652d-4a19-98c5-249654872b68,chr3,6556203,6557938	725	800	78	82	9.61	75.0	T
13253e88-61a1-4213-b002-957982004585,chr3,6556203,6556372	905	1050	71	77	16.64	145.0	T
173a0e4c-2ef2-43af-9a0d-7b21903b6b73,chr3,6556203,6557938	950	1275	74	116	35.81	325.0	T
1a3a4bec-decb-46d4-8bdc-0bb259986706,chr3,6556203,6557938	0	0	0	0	0.0	0.0	A
1b3f3aba-333f-4ee2-8816-3e75d3aa5360,chr3,6556203,6557938	0	0	0	0	0.0	0.0	T
1b6c2af5-7074-4efe-9b70-c8a7f6711ba9,chr3,6556203,6556437	1215	1615	73	119	44.63	375.0	T
1bc7d641-3fe4-49e3-b085-7e606e2826cd,chr3,6556203,6557938	1010	2695	70	104	181.2	1660.0	T
1d764798-44e1-4105-abc9-29fcbf530487,chr3,6556203,6557938	13730	14620	1245	1271	106.66	865.0	T
1f3e8d1a-98c9-4be1-ba13-3f6feb9c0966,chr3,6556203,6557216	0	0	0	0	0.0	0.0	T
20c9ad5e-ebae-4a88-b63b-c64abe1b6a9c,chr3,6556203,6556645	2705	4020	69	81	155.89	1315.0	T
21b2dfa1-c80a-46c6-a914-3c2eadedddc8,chr3,6556203,6557938	1070	1325	72	87	33.17	255.0	T
257a554c-2e41-46b7-8351-d1c110b67d37,chr3,6556203,6557938	695	1000	82	122	37.96	305.0	T
29eea07e-729a-401f-ae3a-e41bdace2a1f,chr3,6556203,6557938	1215	1445	79	123	27.9	230.0	T
2bd2b5cb-1c6f-4215-8323-c05a302d5c08,chr3,6556203,6557929	1510	1940	78	95	47.01	430.0	T
2d465403-da54-405d-9e71-e5b246c8bda0,chr3,6556203,6556963	0	0	0	0	0.0	0.0	A
34dc3429-2e67-42f1-84e2-a4edf782a05c,chr3,6556203,6556628	1400	2435	75	91	107.55	985.0	T
387966e6-82bf-4c4f-b709-c73a6cff5126,chr3,6556203,6557939	1780	2120	75	112	37.66	315.0	T
409ada30-9c20-4bb8-bffd-bed5c2e10ebb,chr3,6556203,6557938	1190	1515	76	125	37.22	325.0	T
5336ceb7-0d00-4976-ae3b-e4cd08c2b5a6,chr3,6556203,6557934	1055	2090	77	196	121.68	997.5	T
57472831-6c76-4874-aff0-e48406134b8b,chr3,6556203,6557883	695	1745	59	134	135.39	800.0	T
6563064c-44dc-488c-b40c-1b44d4085c39,chr3,6556203,6556500	1115	1435	76	123	37.27	320.0	T
6df8d354-8d37-4adb-822f-9bad45c22f1b,chr3,6556203,6556753	1060	1545	70	144	45.28	460.0	T
6f0a94e7-f934-4cd4-b520-bbc34c6209d4,chr3,6556203,6557938	1325	1605	77	110	34.8	280.0	T
703c8e4e-b328-4eaa-8fc0-db8d95183786,chr3,6556203,6557938	2125	2420	70	111	30.49	295.0	T
714808ab-86f8-4f21-b696-e063c242465b,chr3,6556203,6557485	995	1265	80	118	33.89	270.0	T
77d5339d-a4db-4eea-a0e5-a59cc53c9f68,chr3,6556203,6556628	1010	1560	76	93	66.12	550.0	T
7ecc0e52-9255-4986-a7ed-aba0c60bd16d,chr3,6556203,6556505	1235	1775	76	150	56.92	527.5	T
8137ce69-57fc-49b4-9b27-d16f1401abdc,chr3,6556203,6557932	1210	1625	77	142	46.12	415.0	T
84a81721-8623-4ccb-aff1-f7f9fd4d3aab,chr3,6556203,6557938	1005	1335	77	133	38.61	305.0	T
8eb12755-28a4-4370-ab94-329b089403e8,chr3,6556203,6557874	0	0	0	0	0.0	0.0	T
9996ca0b-0c08-4e59-9847-7082732ce7d1,chr3,6556203,6557883	0	0	0	0	0.0	0.0	T
9a078f12-f7c8-4b2e-944c-7df549d96b5e,chr3,6556203,6557086	1140	2285	77	108	118.53	1120.0	T
a1f2b1e4-f280-4b73-bf49-c3d4e06c5914,chr3,6556203,6557938	1215	1595	75	113	37.81	380.0	T
a7f16781-4b42-495d-8b05-9bfe8188350b,chr3,6556203,6557938	850	1110	78	106	30.59	260.0	T
ae6ffe2b-43a2-4b19-bc55-5c0d0f794d0c,chr3,6556203,6557938	1215	2000	93	106	87.41	785.0	T
bc7e98a8-dc6e-4b6e-821b-346ca2adc537,chr3,6556203,6557938	1190	2175	72	128	109.16	960.0	T
c89aa91d-abd9-4917-a7dc-b03d14ac0ef4,chr3,6556203,6556753	1170	1460	72	124	32.47	290.0	T
cd5776cc-6400-42f8-8d24-5786ba6fad8f,chr3,6556203,6556672	1060	1330	75	94	28.61	270.0	T
ce73d69a-0ed4-4637-a941-b7e5f8ebeb52,chr3,6556203,6557216	0	0	0	0	0.0	0.0	T
d9cd17c4-d969-4085-b9c4-ed007956ef8b,chr3,6556203,6556790	0	0	0	0	0.0	0.0	T
db638541-c030-4201-bfb9-121dcff40164,chr3,6556203,6557938	0	0	0	0	0.0	0.0	T
e126a21f-c890-4fa4-8f34-48e17b896fc8,chr3,6556203,6557875	1615	1955	77	121	39.27	315.0	T
ea3aa217-24ac-4596-8b53-705078130a50,chr3,6556203,6557938	0	0	0	0	0.0	0.0	T
ecd67e71-5791-4c71-8d99-2af66290e628,chr3,6556203,6556824	0	0	0	0	0.0	0.0	T
f7125ebe-ce8b-4c98-af73-5a1914b7722d,chr3,6556203,6557942	0	0	0	0	0.0	0.0	T
fe1410ad-c09a-4f63-bcc9-0f64ab4b1a2b,chr3,6556203,6556730	1810	2200	75	139	43.09	390.0	T
075bbfac-997b-4b36-a858-c33d5749dab2,chr3,6556203,6557182	11065	11920	1025	1057	91.34	855.0	A
